Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Sales_Category,Profit_Estimate
1,1456800.28,0,62.9,3.065,213.535609,7.742,High,218520.042
1,1636263.41,0,59.58,3.288,213.8233327,7.742,High,245439.51149999996
1,1553191.63,0,53.56,3.459,214.1110564,7.742,High,232978.74449999997
1,1576818.06,0,62.76,3.488,214.3627114,7.742,High,236522.709
1,1541102.38,0,69.97,3.473,214.5999389,7.742,High,231165.357
1,1495064.75,0,59.17,3.524,214.8371664,7.682,High,224259.7125
1,1614259.35,0,67.84,3.622,215.0743939,7.682,High,242138.9025
1,1559889.0,0,71.27,3.743,215.2918561,7.682,High,233983.35
1,1564819.81,0,72.99,3.807,215.4599053,7.682,High,234722.9715
1,1455090.69,0,72.03,3.81,215.6279544,7.682,High,218263.6035
1,1629391.28,0,64.61,3.906,215.7960035,7.682,High,244408.69199999998
1,1604775.58,0,75.64,3.899,215.9640526,7.682,High,240716.337
1,1428218.27,0,67.63,3.907,215.7339202,7.682,High,214232.74049999999
1,1466046.67,0,77.72,3.786,215.5037878,7.682,High,219907.0005
1,1635078.41,0,83.0,3.699,215.2736553,7.682,High,245261.76149999996
1,1588948.32,0,83.13,3.648,215.0435229,7.682,High,238342.248
1,1532114.86,0,86.41,3.637,214.9980596,7.682,High,229817.22900000002
1,1438830.15,0,83.58,3.594,215.0910982,7.682,High,215824.5225
1,1488538.09,0,85.55,3.524,215.1841368,7.962,High,223280.7135
1,1534849.64,0,85.83,3.48,215.2771754,7.962,High,230227.44599999997
1,1455119.97,0,88.54,3.575,215.3611087,7.962,High,218267.9955
1,1396926.82,0,85.77,3.651,215.4222784,7.962,High,209539.02300000002
1,1352219.79,0,86.83,3.682,215.4834482,7.962,High,202832.9685
1,1624383.75,0,91.65,3.684,215.544618,7.962,High,243657.5625
1,1525147.09,0,90.76,3.638,215.6057878,7.962,High,228772.06350000002
1,1530761.43,0,89.94,3.554,215.6693107,7.962,High,229614.21449999997
1,1464693.46,0,87.96,3.523,215.7332258,7.962,High,219704.019
1,1550229.22,0,87.83,3.533,215.7971409,7.962,High,232534.383
1,1540471.24,1,76.0,3.546,215.861056,7.962,High,231070.686
1,1514259.78,0,79.94,3.526,216.0410526,7.962,High,227138.967
1,1380020.27,0,75.8,3.467,216.3758246,7.962,High,207003.0405
1,1394561.83,0,79.69,3.355,216.7105965,7.962,High,209184.2745
1,1630989.95,0,69.31,3.285,217.0453684,7.866,High,244648.4925
1,1493525.93,0,71.74,3.274,217.3552733,7.866,High,224028.8895
1,1502562.78,0,63.71,3.353,217.5159762,7.866,High,225384.417
1,1445249.09,0,66.57,3.372,217.6766791,7.866,High,216787.3635
1,1697229.58,0,54.98,3.332,217.837382,7.866,High,254584.437
1,1594938.89,0,59.11,3.297,217.9980849,7.866,High,239240.83349999998
1,1539483.7,0,62.25,3.308,218.2205088,7.866,High,230922.555
1,2033320.66,1,60.14,3.236,218.4676211,7.866,High,304998.099
1,1584083.95,0,48.91,3.172,218.7147333,7.866,High,237612.59249999997
1,1799682.38,0,43.93,3.158,218.9618456,7.866,High,269952.35699999996
1,1881176.67,0,51.63,3.159,219.1794533,7.866,High,282176.50049999997
1,2270188.99,0,47.96,3.112,219.3577216,7.866,High,340528.3485
1,1497462.72,1,44.55,3.129,219.5359898,7.866,High,224619.408
1,1550369.92,0,49.01,3.157,219.7142581,7.348,High,232555.48799999998
1,1459601.17,0,48.53,3.261,219.8925263,7.348,High,218940.17549999998
1,1394393.84,0,54.11,3.268,219.9856893,7.348,High,209159.076
1,1319325.59,0,54.26,3.29,220.0788523,7.348,High,197898.8385
1,1636339.65,0,56.55,3.36,220.1720153,7.348,High,245450.94749999998
1,1802477.43,1,48.02,3.409,220.2651783,7.348,High,270371.61449999997
1,1819870.0,0,45.32,3.51,220.4257586,7.348,High,272980.5
1,1539387.83,0,57.25,3.555,220.636902,7.348,High,230908.1745
1,1688420.76,0,60.96,3.63,220.8480454,7.348,High,253263.114
1,1675431.16,0,58.76,3.669,221.0591887,7.348,High,251314.67399999997
1,1677472.78,0,64.74,3.734,221.2118132,7.348,High,251620.917
1,1511068.07,0,65.93,3.787,221.2864126,7.348,High,226660.21050000002
1,1649604.63,0,67.61,3.845,221.3610119,7.348,High,247440.69449999998
1,1899676.88,0,70.43,3.891,221.4356112,7.143,High,284951.53199999995
1,1621031.7,0,69.07,3.891,221.5102105,7.143,High,243154.75499999998
1,1521577.87,0,66.76,3.877,221.5640737,7.143,High,228236.68050000002
1,1468928.37,0,67.23,3.814,221.6179368,7.143,High,220339.2555
1,1684519.99,0,75.55,3.749,221.6718,7.143,High,252677.9985
1,1611096.05,0,73.77,3.688,221.7256632,7.143,High,241664.4075
1,1595901.87,0,70.33,3.63,221.742674,7.143,High,239385.2805
1,1555444.55,0,77.22,3.561,221.744944,7.143,High,233316.6825
1,1624477.58,0,77.95,3.501,221.7472139,7.143,High,243671.637
1,1697230.96,0,78.3,3.452,221.7494839,7.143,High,254584.64399999997
1,1630607.0,0,79.35,3.393,221.7626421,7.143,High,244591.05
1,1527845.81,0,78.39,3.346,221.8030211,7.143,High,229176.8715
1,1540421.49,0,84.88,3.286,221.8434,7.143,High,231063.2235
1,1769854.16,0,81.57,3.227,221.8837789,6.908,High,265478.12399999995
1,1527014.04,0,77.12,3.256,221.9241579,6.908,High,229052.106
1,1497954.76,0,80.42,3.311,221.9327267,6.908,High,224693.214
1,1439123.71,0,82.66,3.407,221.9412954,6.908,High,215868.55649999998
1,1631135.79,0,86.11,3.417,221.9498642,6.908,High,244670.36849999998
1,1592409.97,0,85.05,3.494,221.9584329,6.908,High,238861.4955
1,1597868.05,0,84.85,3.571,222.0384109,6.908,High,239680.2075
1,1494122.38,0,77.66,3.62,222.1719457,6.908,High,224118.357
1,1582083.4,0,80.49,3.638,222.3054805,6.908,High,237312.50999999998
1,1661767.33,1,83.96,3.73,222.4390153,6.908,High,249265.0995
1,1517428.87,0,74.97,3.717,222.5820193,6.908,High,227614.3305
1,1506126.06,0,69.87,3.721,222.7818386,6.908,High,225918.909
1,1437059.26,0,76.08,3.666,222.9816579,6.908,High,215558.889
1,1670785.97,0,68.55,3.617,223.1814772,6.573,High,250617.89549999998
1,1573072.81,0,62.99,3.601,223.3812965,6.573,High,235960.9215
1,1508068.77,0,67.97,3.594,223.4257233,6.573,High,226210.3155
1,1493659.74,0,69.16,3.506,223.4442513,6.573,High,224048.96099999998
2,2136989.46,0,40.19,2.572,210.7526053,8.324,High,320548.419
2,2137809.5,1,38.49,2.548,210.8979935,8.324,High,320671.425
2,2124451.54,0,39.69,2.514,210.9451605,8.324,High,318667.73099999997
2,1865097.27,0,46.1,2.561,210.9759573,8.324,High,279764.5905
2,1991013.13,0,47.17,2.625,211.0067542,8.324,High,298651.96949999995
2,1990483.78,0,57.56,2.667,211.037551,8.324,High,298572.567
2,1946070.88,0,54.52,2.72,210.8733316,8.324,High,291910.632
2,1750197.81,0,51.26,2.732,210.6766095,8.324,High,262529.6715
2,2066187.72,0,63.27,2.719,210.4798874,8.2,High,309928.158
2,1954689.21,0,65.41,2.77,210.2831653,8.2,High,293203.38149999996
2,1874957.94,0,68.07,2.808,210.1495463,8.2,High,281243.691
2,1821990.93,0,65.11,2.795,210.1000648,8.2,High,273298.6395
2,1802450.29,0,66.98,2.78,210.0505833,8.2,High,270367.54349999997
2,2042581.71,0,71.28,2.835,210.0011018,8.2,High,306387.25649999996
2,1880752.36,0,73.31,2.854,209.9984585,8.2,High,282112.854
2,1896937.1,0,74.83,2.826,210.2768443,8.2,High,284540.565
2,1957113.89,0,81.13,2.759,210.5552301,8.2,High,293567.08349999995
2,2102539.93,0,81.81,2.705,210.833616,8.2,High,315380.9895
2,2025538.76,0,83.4,2.668,211.1120018,8.2,High,303830.814
2,2001636.96,0,85.81,2.637,211.1096543,8.2,High,300245.544
2,1939927.09,0,86.26,2.653,210.9950134,8.2,High,290989.0635
2,2003940.64,0,82.74,2.669,210.8803726,8.099,High,300591.09599999996
2,1880902.62,0,82.59,2.642,210.7657317,8.099,High,282135.393
2,1845879.79,0,85.32,2.623,210.7577954,8.099,High,276881.9685
2,1781717.71,0,87.66,2.608,210.8921319,8.099,High,267257.6565
2,1804246.16,0,83.49,2.64,211.0264684,8.099,High,270636.924
2,1991909.98,0,89.53,2.627,211.1608049,8.099,High,298786.497
2,1895601.05,0,89.05,2.692,211.2951413,8.099,High,284340.1575
2,1964335.23,0,88.7,2.664,211.2596586,8.099,High,294650.2845
2,1863840.49,0,87.12,2.619,211.2241759,8.099,High,279576.0735
2,1904608.09,0,81.83,2.577,211.1886931,8.099,High,285691.2135
2,1839128.83,1,79.09,2.565,211.1532104,8.099,High,275869.3245
2,1793903.6,0,82.05,2.582,211.1806415,8.099,High,269085.54
2,1724557.22,0,81.79,2.624,211.2552578,8.099,High,258683.58299999998
2,1827440.43,0,69.24,2.603,211.3298742,8.163,High,274116.0645
2,1849921.44,0,63.19,2.633,211.4044906,8.163,High,277488.21599999996
2,1794355.49,0,65.8,2.72,211.4713286,8.163,High,269153.3235
2,1737947.64,0,68.5,2.725,211.5187208,8.163,High,260692.14599999998
2,1802755.11,0,66.24,2.716,211.5661131,8.163,High,270413.2665
2,1939061.41,0,57.85,2.689,211.6135053,8.163,High,290859.2115
2,1916812.74,0,59.69,2.728,211.6608975,8.163,High,287521.91099999996
2,1956739.17,0,50.81,2.771,211.5470304,8.163,High,293510.87549999997
2,2658725.29,1,62.98,2.735,211.4062867,8.163,High,398808.79349999997
2,2015781.27,0,49.33,2.708,211.265543,8.163,High,302367.19049999997
2,2378726.55,0,45.5,2.843,211.1247993,8.163,High,356808.9825
2,2609166.75,0,47.55,2.869,211.0645458,8.163,High,391375.0125
2,3436007.68,0,49.97,2.886,211.0646599,8.163,High,515401.152
2,1750434.55,1,47.3,2.943,211.064774,8.163,High,262565.1825
2,1758050.79,0,44.69,2.976,211.0648881,8.028,High,263707.6185
2,1744193.58,0,33.02,2.983,211.1176713,8.028,High,261629.037
2,1751384.9,0,41.4,3.016,211.4864691,8.028,High,262707.735
2,1695371.68,0,42.83,3.01,211.8552668,8.028,High,254305.75199999998
2,1929346.23,0,38.25,2.989,212.2240646,8.028,High,289401.9345
2,2168041.61,1,33.19,3.022,212.5928624,8.028,High,325206.24149999995
2,2080884.82,0,57.83,3.045,212.9033115,8.028,High,312132.723
2,1833511.08,0,60.8,3.065,213.190421,8.028,High,275026.662
2,1981607.78,0,57.77,3.288,213.4775305,8.028,High,297241.167
2,1879107.31,0,52.7,3.459,213.7646401,8.028,High,281866.0965
2,1902557.66,0,62.32,3.488,214.0156238,8.028,High,285383.649
2,1766162.05,0,69.42,3.473,214.2521573,8.028,High,264924.3075
2,1800171.36,0,55.43,3.524,214.4886908,7.931,High,270025.704
2,1847552.61,0,67.0,3.622,214.7252242,7.931,High,277132.8915
2,1856467.84,0,69.48,3.743,214.9420631,7.931,High,278470.176
2,1886339.6,0,69.39,3.807,215.1096657,7.931,High,282950.94
2,1745545.28,0,69.21,3.81,215.2772683,7.931,High,261831.792
2,1837743.6,0,61.48,3.906,215.4448709,7.931,High,275661.54
2,1838513.07,0,74.61,3.899,215.6124735,7.931,High,275776.9605
2,1688281.86,0,67.14,3.907,215.3834778,7.931,High,253242.279
2,1797732.56,0,76.42,3.786,215.1544822,7.931,High,269659.884
2,1933756.21,0,83.07,3.699,214.9254865,7.931,High,290063.4315
2,1929153.16,0,83.4,3.648,214.6964908,7.931,High,289372.974
2,1953771.99,0,86.53,3.637,214.6513538,7.931,High,293065.7985
2,1790925.8,0,85.17,3.594,214.7441108,7.931,High,268638.87
2,1866243.0,0,85.69,3.524,214.8368678,7.852,High,279936.45
2,1853161.99,0,87.7,3.48,214.9296249,7.852,High,277974.2985
2,1785187.29,0,89.83,3.575,215.0134426,7.852,High,267778.0935
2,1743816.41,0,89.34,3.651,215.0749122,7.852,High,261572.46149999998
2,1680693.06,0,90.07,3.682,215.1363819,7.852,High,252103.959
2,1876704.26,0,93.34,3.684,215.1978515,7.852,High,281505.63899999997
2,1812768.26,0,91.58,3.638,215.2593211,7.852,High,271915.239
2,1844094.59,0,89.86,3.554,215.3229307,7.852,High,276614.1885
2,1821139.91,0,90.45,3.523,215.386897,7.852,High,273170.9865
2,1809119.7,0,89.64,3.533,215.4508632,7.852,High,271367.95499999996
2,1748000.65,1,77.97,3.546,215.5148295,7.852,High,262200.0975
2,1691439.52,0,78.85,3.526,215.6944378,7.852,High,253715.92799999999
2,1669299.78,0,75.58,3.467,216.0282356,7.852,High,250394.967
2,1650394.44,0,78.14,3.355,216.3620333,7.852,High,247559.16599999997
2,1837553.43,0,69.92,3.285,216.6958311,7.441,High,275633.0145
2,1743882.19,0,71.67,3.274,217.0048261,7.441,High,261582.32849999997
2,1834680.25,0,64.53,3.353,217.1650042,7.441,High,275202.0375
2,1769296.25,0,65.87,3.372,217.3251824,7.441,High,265394.4375
2,1959707.9,0,55.53,3.332,217.4853605,7.441,High,293956.185
2,1920725.15,0,59.33,3.297,217.6455387,7.441,High,288108.77249999996
2,1902762.5,0,62.01,3.308,217.8670218,7.441,High,285414.375
2,2614202.3,1,56.36,3.236,218.1130269,7.441,High,392130.345
2,1954952.0,0,48.74,3.172,218.3590319,7.441,High,293242.8
2,2290549.32,0,41.76,3.158,218.605037,7.441,High,343582.398
2,2432736.52,0,50.13,3.159,218.8217928,7.441,High,364910.478
2,3224369.8,0,46.66,3.112,218.9995495,7.441,High,483655.47
2,1874226.52,1,44.57,3.129,219.1773063,7.441,High,281133.978
2,1799520.14,0,46.75,3.157,219.355063,7.057,High,269928.02099999995
2,1744725.48,0,45.99,3.261,219.5328198,7.057,High,261708.822
2,1711769.11,0,51.7,3.268,219.6258417,7.057,High,256765.3665
2,1660906.14,0,50.5,3.29,219.7188636,7.057,High,249135.92099999997
2,1935299.94,0,55.21,3.36,219.8118854,7.057,High,290294.991
2,2103322.68,1,46.98,3.409,219.9049073,7.057,High,315498.402
2,2196688.46,0,43.82,3.51,220.0651993,7.057,High,329503.269
2,1861802.7,0,54.63,3.555,220.275944,7.057,High,279270.40499999997
2,1952555.66,0,58.79,3.63,220.4866886,7.057,High,292883.349
2,1937628.26,0,57.11,3.669,220.6974332,7.057,High,290644.239
2,1976082.13,0,63.68,3.734,220.8498468,7.057,High,296412.3195
2,1790439.16,0,64.01,3.787,220.9244858,7.057,High,268565.87399999995
2,1857480.84,0,66.83,3.845,220.9991248,7.057,High,278622.126
2,2129035.91,0,68.43,3.891,221.0737638,6.891,High,319355.3865
2,1935869.1,0,68.08,3.891,221.1484028,6.891,High,290380.365
2,1847344.45,0,65.69,3.877,221.2021074,6.891,High,277101.6675
2,1764133.09,0,67.2,3.814,221.255812,6.891,High,264619.9635
2,1923957.09,0,76.73,3.749,221.3095166,6.891,High,288593.5635
2,1917520.99,0,73.87,3.688,221.3632212,6.891,High,287628.1485
2,2000940.67,0,71.27,3.63,221.380331,6.891,High,300141.1005
2,1912791.09,0,78.19,3.561,221.3828029,6.891,High,286918.6635
2,1910092.37,0,78.38,3.501,221.3852748,6.891,High,286513.8555
2,2010216.49,0,78.69,3.452,221.3877467,6.891,High,301532.47349999996
2,1962924.3,0,80.56,3.393,221.4009901,6.891,High,294438.645
2,1887733.21,0,81.04,3.346,221.4411622,6.891,High,283159.9815
2,1881046.12,0,86.32,3.286,221.4813343,6.891,High,282156.918
2,2041507.4,0,84.2,3.227,221.5215064,6.565,High,306226.11
2,1830075.13,0,80.17,3.256,221.5616784,6.565,High,274511.2695
2,1819666.46,0,83.23,3.311,221.5701123,6.565,High,272949.969
2,1757923.88,0,86.37,3.407,221.5785461,6.565,High,263688.582
2,1946104.64,0,90.22,3.417,221.5869799,6.565,High,291915.696
2,1866719.96,0,88.55,3.494,221.5954138,6.565,High,280007.994
2,1928016.01,0,84.79,3.571,221.6751459,6.565,High,289202.4015
2,1876788.15,0,76.91,3.62,221.8083518,6.565,High,281518.2225
2,1947083.3,0,82.64,3.638,221.9415576,6.565,High,292062.495
2,1898777.07,1,87.65,3.73,222.0747635,6.565,High,284816.5605
2,1814806.63,0,75.88,3.717,222.2174395,6.565,High,272220.9945
2,1829415.67,0,71.09,3.721,222.4169362,6.565,High,274412.3505
2,1746470.56,0,79.45,3.666,222.6164329,6.565,High,261970.584
2,1998321.04,0,70.27,3.617,222.8159296,6.17,High,299748.156
2,1900745.13,0,60.97,3.601,223.0154263,6.17,High,285111.7695
2,1847990.41,0,68.08,3.594,223.0598077,6.17,High,277198.56149999995
2,1834458.35,0,69.79,3.506,223.0783366,6.17,High,275168.7525
3,461622.22,0,45.71,2.572,214.4248812,7.368,Low,69243.333
3,420728.96,1,47.93,2.548,214.5747916,7.368,Low,63109.344
3,421642.19,0,47.07,2.514,214.6198868,7.368,Low,63246.328499999996
3,407204.86,0,52.05,2.561,214.6475127,7.368,Low,61080.72899999999
3,415202.04,0,53.04,2.625,214.6751386,7.368,Low,62280.306
3,384200.69,0,63.08,2.667,214.7027646,7.368,Low,57630.1035
3,375328.59,0,60.42,2.72,214.5301219,7.368,Low,56299.2885
3,359949.27,0,57.06,2.732,214.3241011,7.368,Low,53992.3905
3,423294.4,0,65.56,2.719,214.1180803,7.343,Low,63494.16
3,415870.28,0,68.0,2.77,213.9120595,7.343,Low,62380.542
3,354993.26,0,66.98,2.808,213.7726889,7.343,Low,53248.989
3,339976.65,0,67.87,2.795,213.7221852,7.343,Low,50996.497500000005
3,361248.39,0,70.24,2.78,213.6716815,7.343,Low,54187.2585
3,399323.86,0,73.47,2.835,213.6211778,7.343,Low,59898.579
3,384357.94,0,77.18,2.854,213.6196139,7.343,Low,57653.691
3,343763.17,0,75.81,2.826,213.9116886,7.343,Low,51564.47549999999
3,350089.23,0,78.6,2.759,214.2037634,7.343,Low,52513.38449999999
3,396968.8,0,78.53,2.705,214.4958382,7.343,Low,59545.31999999999
3,355017.09,0,82.1,2.668,214.787913,7.343,Low,53252.563500000004
3,364076.85,0,83.52,2.637,214.7858259,7.343,Low,54611.5275
3,357346.48,0,83.79,2.653,214.6660741,7.343,Low,53601.971999999994
3,381151.72,0,82.2,2.669,214.5463222,7.346,Low,57172.757999999994
3,349214.18,0,81.75,2.642,214.4265704,7.346,Low,52382.127
3,352728.78,0,84.32,2.623,214.4176476,7.346,Low,52909.317
3,352864.49,0,83.32,2.608,214.5564968,7.346,Low,52929.6735
3,347955.05,0,82.04,2.64,214.695346,7.346,Low,52193.2575
3,402635.76,0,85.13,2.627,214.8341952,7.346,Low,60395.364
3,339597.38,0,86.74,2.692,214.9730444,7.346,Low,50939.606999999996
3,351728.21,0,88.02,2.664,214.9314191,7.346,Low,52759.2315
3,362134.09,0,86.15,2.619,214.8897938,7.346,Low,54320.1135
3,366473.97,0,84.16,2.577,214.8481685,7.346,Low,54971.095499999996
3,352260.97,1,80.84,2.565,214.8065431,7.346,Low,52839.14549999999
3,363064.64,0,82.36,2.582,214.8322484,7.346,Low,54459.696
3,355626.87,0,76.9,2.624,214.9084516,7.346,Low,53344.0305
3,358784.1,0,73.6,2.603,214.9846548,7.564,Low,53817.615
3,395107.35,0,66.99,2.633,215.060858,7.564,Low,59266.10249999999
3,345584.39,0,69.71,2.72,215.1293114,7.564,Low,51837.6585
3,348895.98,0,71.64,2.725,215.17839,7.564,Low,52334.397
3,348591.74,0,72.04,2.716,215.2274686,7.564,Low,52288.761
3,423175.56,0,62.94,2.689,215.2765472,7.564,Low,63476.333999999995
3,386635.03,0,62.79,2.728,215.3256258,7.564,Low,57995.2545
3,372545.32,0,57.72,2.771,215.2074519,7.564,Low,55881.798
3,565567.84,1,68.71,2.735,215.0614025,7.564,Low,84835.17599999999
3,476420.77,0,53.76,2.708,214.9153531,7.564,Low,71463.1155
3,467642.03,0,51.13,2.843,214.7693037,7.564,Low,70146.3045
3,498159.39,0,52.2,2.869,214.704919,7.564,Low,74723.9085
3,605990.41,0,57.16,2.886,214.7017828,7.564,Low,90898.5615
3,382677.76,1,53.2,2.943,214.6986466,7.564,Low,57401.664
3,378241.34,0,53.35,2.976,214.6955104,7.551,Low,56736.201
3,381061.1,0,44.76,2.983,214.7470729,7.551,Low,57159.16499999999
3,350876.7,0,50.74,3.016,215.1268275,7.551,Low,52631.505
3,364866.24,0,48.71,3.01,215.5065821,7.551,Low,54729.935999999994
3,438516.53,0,45.95,2.989,215.8863367,7.551,Low,65777.4795
3,430526.21,1,43.57,3.022,216.2660913,7.551,Low,64578.9315
3,432782.1,0,61.58,3.045,216.5843571,7.551,Low,64917.314999999995
3,397211.19,0,67.4,3.065,216.8780275,7.551,Low,59581.678499999995
3,437084.51,0,65.11,3.288,217.1716979,7.551,Low,65562.6765
3,404753.3,0,61.29,3.459,217.4653683,7.551,Low,60712.994999999995
3,392109.51,0,69.47,3.488,217.7235226,7.551,Low,58816.4265
3,380683.67,0,72.94,3.473,217.9674705,7.551,Low,57102.5505
3,374556.08,0,68.76,3.524,218.2114184,7.574,Low,56183.412000000004
3,384075.31,0,72.55,3.622,218.4553663,7.574,Low,57611.2965
3,366250.69,0,75.88,3.743,218.6788642,7.574,Low,54937.6035
3,391860.04,0,76.91,3.807,218.851237,7.574,Low,58779.005999999994
3,367405.4,0,78.69,3.81,219.0236099,7.574,Low,55110.810000000005
3,413042.12,0,69.45,3.906,219.1959827,7.574,Low,61956.318
3,386312.68,0,79.87,3.899,219.3683556,7.574,Low,57946.901999999995
3,364603.13,0,75.79,3.907,219.127216,7.574,Low,54690.4695
3,369350.6,0,84.41,3.786,218.8860765,7.574,Low,55402.59
3,394507.84,0,84.29,3.699,218.6449369,7.574,Low,59176.176
3,391638.75,0,84.84,3.648,218.4037974,7.574,Low,58745.8125
3,403423.34,0,86.96,3.637,218.3551748,7.574,Low,60513.501000000004
3,385520.71,0,84.94,3.594,218.45094,7.574,Low,57828.1065
3,368962.72,0,85.1,3.524,218.5467052,7.567,Low,55344.407999999996
3,395146.24,0,85.38,3.48,218.6424704,7.567,Low,59271.935999999994
3,373454.33,0,87.14,3.575,218.7275216,7.567,Low,56018.1495
3,360617.37,0,86.19,3.651,218.7857881,7.567,Low,54092.6055
3,345381.29,0,88.07,3.682,218.8440545,7.567,Low,51807.193499999994
3,409981.25,0,88.45,3.684,218.9023209,7.567,Low,61497.1875
3,380376.85,0,88.88,3.638,218.9605873,7.567,Low,57056.5275
3,379716.91,0,88.44,3.554,219.023271,7.567,Low,56957.536499999995
3,366367.55,0,87.67,3.523,219.0866908,7.567,Low,54955.1325
3,375988.69,0,89.12,3.533,219.1501106,7.567,Low,56398.3035
3,377347.49,1,81.72,3.546,219.2135305,7.567,Low,56602.123499999994
3,375629.51,0,83.63,3.526,219.3972867,7.567,Low,56344.4265
3,365248.94,0,80.19,3.467,219.7414914,7.567,Low,54787.341
3,368477.93,0,82.58,3.355,220.085696,7.567,Low,55271.6895
3,403342.4,0,75.54,3.285,220.4299007,7.197,Low,60501.36
3,368282.57,0,73.75,3.274,220.7486167,7.197,Low,55242.3855
3,394976.36,0,69.03,3.353,220.9144005,7.197,Low,59246.454
3,389540.62,0,71.04,3.372,221.0801842,7.197,Low,58431.093
3,459443.22,0,59.31,3.332,221.245968,7.197,Low,68916.483
3,407764.25,0,61.7,3.297,221.4117517,7.197,Low,61164.6375
3,398838.97,0,63.91,3.308,221.6432852,7.197,Low,59825.845499999996
3,556925.19,1,68.0,3.236,221.9011185,7.197,Low,83538.77849999999
3,472511.32,0,54.97,3.172,222.1589519,7.197,Low,70876.698
3,468772.8,0,49.26,3.158,222.4167852,7.197,Low,70315.92
3,510747.62,0,57.95,3.159,222.6426418,7.197,Low,76612.143
